()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我……一直很在意我丟失的那段記憶。+我不知道，我在最後究竟做了什麼？又或者，我什麼都沒做？
M1903(10)<Speaker>春田</Speaker>||:你奮戰到了最後一刻。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:誰能證明？
M1903(10)<Speaker>春田</Speaker>||:……
()<Speaker></Speaker>||:獵豹再次抿了一口咖啡。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我用我的心智做了一個推斷……得出的結論是。+如果是我，或許，在那時候會臨陣脫逃。
M1903(10)<Speaker>春田</Speaker>||:什麼……？
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我會臨陣脫逃，春田小姐。+我認為我很可能這麼做了，所以李小姐才會陣亡在戰場上。+以她的本領，她本該活下來的。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我拋棄了她，獨自逃跑……在關鍵時刻，我只想著自己。
M1903(10)<Speaker>春田</Speaker>||:你不會做那種事的。
()<Speaker></Speaker>||:春田的表情也漸漸變得嚴肅起來。
M1903(10)<Speaker>春田</Speaker>||:人形不會臨陣脫逃。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我只是個普通人形，在那種戰場上，活下來就是拖累。
M1903(10)<Speaker>春田</Speaker>||:……
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:從邏輯上來說，這個可能性並不是不存在。+李帶著我，在軍方的炮火中撤退。+如果我受了傷，她絕不會拋下我不管。
M1903(10)<Speaker>春田</Speaker>||:……我認為那樣並沒有什麼問題。+且不論這情況是否真的存在，即便存在，假設是反過來的情況。+我相信，獵豹小姐也會做出同樣的選擇。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:……那就是讓我不安的源頭。
()<Speaker></Speaker>||:獵豹看著春田。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我真的會嗎？+比起自己，更重視你們？
M1903(10)<Speaker>春田</Speaker>||:……
()<Speaker></Speaker>||:春田悲哀地看著發出這一疑問的獵豹。
M1903(10)<Speaker>春田</Speaker>||:你當然會的。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:……如果我也能這麼篤定地回答就好了。
()<Speaker></Speaker>||:獵豹還打算說些什麼，忽然瞥到了牆壁上的鐘。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:……時間要到了。
M1903(10)<Speaker>春田</Speaker>||:……是呢。
()<Speaker></Speaker>||:暫時從激烈的話題中撤出，春田也回頭看向了鐘錶。
M1903(10)<Speaker>春田</Speaker>||:……
()<Speaker></Speaker>||:看著不斷移動的秒針，春田斟酌著詞句，仍然試圖說些什麼。
M1903(10)<Speaker>春田</Speaker>||:你還是要提交退役申請嗎？
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:慶典結束之後吧。
()<Speaker></Speaker>||:獵豹盯著鐘錶，秒針馬上就要走完最後的一圈。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:一直以來都很感謝您的照顧，春田小姐。
M1903(10)<Speaker>春田</Speaker>||:……如果可以的話。+我還是希望你能再多考慮一下。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:就算再怎麼考慮，我也找不到任何能確定我自己內心想法的方法。+與其在這焦慮之中陷入兩難，不如做出正確的選擇。
M1903(10)<Speaker>春田</Speaker>||:但是，所謂真正的選擇，指的是——
()<Speaker></Speaker>||<BIN>9</BIN><SE1>AVG_Rocket_Gun_Explo</SE1>:轟！！！！！
()||<黑屏1>:
()<Speaker></Speaker>||<黑屏2><BIN>15</BIN><火花>:就在這時，一陣巨響之中，強烈的衝擊將整個咖啡廳直接撕裂。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:小心！！！
()<Speaker></Speaker>||<震屏3>:轟！！
M1903(11)<Speaker>春田</Speaker>||:呃！？
()<Speaker></Speaker>||<SE1>AVG_lifttable</SE1>:巨大的碎石從穹頂落下，險些將春田的身體砸碎。+在千鈞一髮的一刻，獵豹敏捷地翻入吧檯，一把將她拽開。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:——是敵襲！？
M1903(11)<Speaker>春田</Speaker>||:這……
()<Speaker></Speaker>||:轟炸的聲音短促而急切，震動的大地顯示著基地遭遇的強烈洗禮。+獵豹將春田護在身下，瞪大了眼睛看著燃起熊熊大火的牆壁在她面前倒下。+——隨著牆體的倒塌，一片狼藉的基地整個映入她的眼簾。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:是敵襲……什麼人？+為什麼要襲擊格里芬基地？
M1903(11)<Speaker>春田</Speaker>||:……在新蘇聯境內，還能擁有如此強大的火力。+又對我們格里芬懷抱敵意的人。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:——！！+……軍方？為什麼？我，呃……我們……？
()<Speaker></Speaker>||<SE1>Heartbeat</SE1>:潛艇基地前，那並不存在於獵豹如今的心智內的記憶，彷彿被本能喚醒。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:不，不可能的……葉戈爾他……他已經死了。
M1903(12)<Speaker>春田</Speaker>||:是的，但是……事實只可能是這樣。
M1903(11)<Speaker>春田</Speaker>||:——看那邊，有戰術小隊在往這邊靠近！
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:……那是，軍方的制服。+居然……真的……
()<Speaker></Speaker>||<SE2>Gunfight</SE2><SE1>Battlefield</SE1>:眼尖的兩人，在炮彈洗禮剛剛結束的片刻，便看到了不遠處已經在極速靠近的戰術小隊。
()<Speaker></Speaker>||<SE1>Select</SE1>:春田端起手裡的槍，看著外圍負責警戒的人形在那些士兵的突襲下被生生攪碎。
M1903(11)<Speaker>春田</Speaker>||:必須聯絡基地……哎呀，通訊器損壞了。+轟炸是局部的？還是全面覆蓋的……？+有多少人受到損傷……得趕緊通知那些還不理解狀況的人……還有……還有……
()<Speaker></Speaker>||:即使是終日以笑容面對著世界的春田，此時此刻也不由得陷入了緊張的狀態。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:……
()<Speaker></Speaker>||:獵豹愣愣地看著這一幕。+她的樣子，彷彿陷入了恍惚之中。
M1903(11)<Speaker>春田</Speaker>||:對了，還得聯繫上赫麗安小姐和克魯格先生……+從這裡到集合大廳，不論如何都要穿過空地，有沒有辦法能躲開他們——
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:春田小姐。
M1903(11)<Speaker>春田</Speaker>||:……獵豹？
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:……我幫你引開那些人的注意。+趁這個機會，你趕去跟大部隊匯合。
M1903(11)<Speaker>春田</Speaker>||:什——！+不行！你才剛剛修復！素體也經過升級，如果你又在這裡倒下……
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我不會倒下的。
()<Speaker></Speaker>||:獵豹的表情看起來就彷彿將什麼困惑一掃而空般，露出了恬淡又堅定的表情。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:拖延一點時間之後，我就甩掉他們。+趕去跟你們匯合……雖然我沒辦法跟你解釋為什麼。+但我感覺我做得到。
M1903(11)<Speaker>春田</Speaker>||:什，什麼意思？
()<Speaker></Speaker>||:春田一臉詫異。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:……活下來，春田小姐。
M1903(11)<Speaker>春田</Speaker>||:等等！！獵豹！！
()<Speaker></Speaker>||<SE1>Explode</SE1><震屏3>:轟！！！
()<Speaker></Speaker>||:在春田的驚呼聲中，獵豹端起武器，從掩體後迅猛地衝了出去。+僅僅只是一眨眼的瞬間，她便用手裡的短刀奪去了兩個靠得最近的士兵的性命。+下一秒，長槍射出的子彈劃過火海中的戰場，精準的擊斃了人群中的指揮官。
NPC-Soldier(0)<Speaker>軍方士兵</Speaker>||<SE2>Gunfight</SE2>:襲擊！是人形！重複！是精英級人形！幹掉她！
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||<BGM>BGM_Empty</BGM><SE1>AVG_tinnitus_0</SE1>:……呼。
()||<黑屏1>:
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN><关闭火花>:太熟悉了。+在思考之前，身體就知道應該要做什麼。+……這具強悍的軀體，就是為了此刻而生的。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:「這次」……別想抓得到我。
()<Speaker></Speaker>||:……
()<Speaker>獵豹M1</Speaker>||:不，不行。
()<Speaker></Speaker>||<BIN>99</BIN><SE1>AVG_Pause</SE1>:獵豹猛地搖動起頭，甩掉了那個念頭。
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||<BGM>10258</BGM>:我不能讓你為我殿後，李。
MLEMK1(1)<Speaker>李·恩菲爾德</Speaker><Position>0,50</Position>||:……現在不是意氣用事的時候，獵豹！+我們兩個不可能都逃得了！必須犧牲一個！
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||:……我知道。+所以，我來幫你吸引注意。+你還可以逃回去。
MLEMK1(1)<Speaker>李·恩菲爾德</Speaker><Position>0,50</Position>||:什麼？
()<Speaker></Speaker>||:李錯愕地看著獵豹。+她從來都沒有想過，會從這位同僚的口中聽到這樣的話。
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||:我……我很想活下去，我一點也不想死。+雖然我只是人形，但是，是格里芬讓我知道，作為人形也可以活得很快樂。
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:獵豹握住了李的手。
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||:我只是普通的人形，不像李小姐你們這樣優秀。+但是，我也有我能做到的事，能為格里芬做到的事。
MLEMK1(1)<Speaker>李·恩菲爾德</Speaker><Position>0,50</Position>||:不……不行！你會死的！獵豹！
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||:比起我，現在的指揮官更需要您。
()<Speaker></Speaker>||:順著握住的雙手，獵豹決絕地將已經失去大半性能的李制服在地。
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||:格琳娜小姐一定能修復您的。
MLEMK1(1)<Speaker>李·恩菲爾德</Speaker><Position>0,50</Position>||:我是你的上級！獵豹！服從命令——放開我！！+我是人形！我不會真的死！你不需要這麼幹！
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||:……對不起。
()<Speaker></Speaker>||:看著氣急敗壞的李，獵豹長出了一口氣。
GepardM1(0)<Speaker>獵豹M1</Speaker><Position>0,150</Position>||:……我真的，很喜歡你們。+人形，也應該有人形的，活下去的權利。
MLEMK1(1)<Speaker>李·恩菲爾德</Speaker><Position>0,50</Position>||:回來！獵豹！！回來！！！
()<Speaker></Speaker>||:在李焦急的呼喊中，獵豹取走了李身上所有的爆炸物，抄起武器，從掩體後跑出去，向著防線的反方向奔去。
()||<黑屏1>:
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN>:……
()||<黑屏1>:
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||<黑屏2><BIN>393</BIN><火花>:……呼。+有人嗎？
()<Speaker></Speaker>||<SE1>AVG_Door_Open_Close</SE1>:一瘸一拐地推開集合大廳的門，獵豹靠著門框，有些虛弱地發出聲音。
M1903(11)<Speaker>春田</Speaker>||:獵豹小姐！？
()<Speaker></Speaker>||:率先上前的春田一臉慌張，連忙攙扶著她進到了房間內。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:你平安無事……太好了，春田小姐。
gsh18(4)<Speaker>Gsh18</Speaker>||<SE1>ClothingUp</SE1>:你傷得很重，快躺下，我來幫你處理。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:謝謝……赫麗安小姐呢？
gsh18(4)<Speaker>Gsh18</Speaker>||:她和MAC10去接帕斯卡小姐了……我聽春田小姐說，你獨自跑去吸引敵人注意力？+真是太胡來了，稍有不慎，你就回不來了，知不知道？
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:嗯……
()<Speaker></Speaker>||:看著站在一旁的春田擔憂的神色，獵豹將目光移向天花板。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:是啊，我也覺得，憑我的本事，做這種事，根本不可能成功。+幸好，這回的素體強了那麼多……春田小姐。
M1903(10)<Speaker>春田</Speaker>||:我在，什麼事？
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:握著獵豹的手，春田用令人安心的聲音回覆。
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:我把……申請書搞丟在火裡了。+能不能，當我從來沒提起過呢？
M1903(10)<Speaker>春田</Speaker>||:……哎呀？說的是什麼事呢？
GepardM1(8)<Speaker>獵豹M1</Speaker><Position>0,-60</Position>||:謝謝……啊，讓我休息會。
()||<黑屏1>:
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2>:她慢慢合上了眼睛，躁動不安的心在這一刻終於得到了平復。+……她屬於這裡，永遠都屬於這裡。
()||<黑屏1>:
