()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<SE1>Stop_AVG_loop</SE1>:装潢豪华的等候大厅，在前台小姐离开后，只剩下玛姬一人。+玛姬注意到部分立牌上有“迦拉提亚”的字样，但搜索之后什么结果也没有。
()<Speaker>？？？</Speaker>||:玛姬小姐？
()||<SE1>AVG_20Winter_Door_Open</SE1>:一扇门打开，身着白色制服的女性对玛姬招了招手。
NPC-Leone(0)<Speaker>？？？</Speaker>||:请来这边。
()||<黑点1>:
()||<黑点2><BIN>412</BIN><SE1>AVG_footsteps_cave</SE1>:在白衣女人的带领下，玛姬走进了办公室，坐在了柔软的沙发上。
()||<SE1>Stop_AVG_loop</SE1>:不等玛姬坐稳，女人就冷淡地开始了流程。
NPC-Leone(0)<Speaker>？？？</Speaker>||:那么面试就开始了。
NPC-Leone(0);ColtWalker(3)<Speaker>玛姬</Speaker>||:好的。
NPC-Leone(0)<Speaker>？？？</Speaker>;ColtWalker(3)||:姓名。
NPC-Leone(0);ColtWalker(3)<Speaker>玛姬</Speaker>||:玛姬·庞兹。
NPC-Leone(0)<Speaker>？？？</Speaker>;ColtWalker(3)||:职业。
NPC-Leone(0);ColtWalker(3)<Speaker>玛姬</Speaker>||:嗯……社会工程师。
NPC-Leone(0)<Speaker>？？？</Speaker>||:……
()||<SE1>AVG_21Winter_Click_Keyboard</SE1>:对方冷漠地敲下了玛姬的信息。
ColtWalker(3)<Speaker>玛姬</Speaker>||:作为交换，你的身份？
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(3)||:“皇家赌场”委托人。+我之前通过通讯联络过你，你现在要通过我的考验，才能拿到我的委托。
NPC-Leone(0);ColtWalker(3)<Speaker>玛姬</Speaker>||:了解，那么请开始吧。
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(3)||:考验已经开始了。+玛姬小姐，请用你最擅长的方式，让我自愿把委托交给你。
NPC-Leone(0);ColtWalker(1)<Speaker>玛姬</Speaker>||:嗯？什么方式都可以吗？
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(1)||:当然。
NPC-Leone(0);ColtWalker(3)<Speaker>玛姬</Speaker>||:在开始前，请让我先明确一个问题——+只有委托人才可以做出将委托交给我的决定，对吗？
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(3)||:没错。
NPC-Leone(0);ColtWalker(3)<Speaker>玛姬</Speaker>||:那么这个考验根本就是不可能完成的。
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(3)||:……+为什么这么说？
NPC-Leone(0);ColtWalker(3)<Speaker>玛姬</Speaker>||:因为你不是委托人。
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(3)||:你是想通过激怒我的方式来获取委托吗？+未免也太失礼了吧。
NPC-Leone(0);ColtWalker(1)<Speaker>玛姬</Speaker>||:我完全没有轻视你的意思，雷奥妮女士。
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(1)||:……
NPC-Leone(0);ColtWalker(1)<Speaker>玛姬</Speaker>||:通过对你的声纹进行稍微的解析，还有你的外貌作为验证，很容易找到你的真实身份。+顺便一提，你去年发布的芙洛拉植物研究所的年度报告非常精彩。+不过，可能这么说有些冒犯，我不认为你够格做这个神秘的委托人。+毕竟昨天这位厉害的委托人替我解决了不小的麻烦。
NPC-Leone(0)<Speaker>委托人</Speaker>;ColtWalker(1)||:哈啊？
NPC-Leone(0);ColtWalker(1)<Speaker>玛姬</Speaker>||:看你藏起名牌的动作，该不会以为我是偷看了这上面的信息吧？+那可太没技术含量了，和贵司的调性不够匹配。
NPC-Leone(0)<Speaker>委托人</Speaker>||:……+很好。
()||<SE1>ClothingUp</SE1>:从惊诧中回过神来的雷奥妮缓缓靠向椅背，冷淡又回到了她的脸上。
ColtWalker(1)<Speaker>玛姬</Speaker>||:那么——
()||<SE1>AVG_Applause</SE1>:啪啪啪——
()||<BGM>BGM_Empty</BGM><Night>:一阵掌声传来，随之而来是室内电力的短暂切断。+等玛姬快速适应黑暗之后，雷奥妮已经不见了。+取而代之的，是一个在黑暗中亮起的三维形象。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||<BGM>GF_22W_BGM_1</BGM><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>初次见面，玛姬小姐。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(1)<Speaker>玛姬</Speaker>||:“灰色”女士？
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(1)||:<color=#00CCFF>不打算对我使用同样的招式确认一下吗？</color>+<color=#00CCFF>稍微解析下我的声纹，加上我的外貌？</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:不必了。+想必这些方式对你来说并没有用。+或者说，查出来的“格雷女士”并不是真正的你。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>我喜欢懂得分寸的聪明人，玛姬·庞兹小姐。</color>+<color=#00CCFF>或者该说，玛姬·庞兹小姐的助理人形？</color>
ColtWalker(3)<Speaker>玛姬</Speaker>||:……
()||<SE1>ClothingUp</SE1>:玛姬轻轻敲击沙发的手指僵住了。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>别担心，这个背景是你的优势。</color>+<color=#00CCFF>我本来对人形的欺诈术还尚存疑虑，但在得知你是福克斯姐妹会的下属人形之后，对你的表现才有了期待。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:我以为已经没人记得福克斯姐妹会了。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>现在的人类遗忘了太多不该忘记的东西。</color>+<color=#00CCFF>听说福克斯姐妹会在三战之后就走向消亡了。</color>+<color=#00CCFF>没想到今天还能见到那个组织的人。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:难怪你这么爽快地答应救出凯瑟琳。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>我对有价值的人一向很慷慨。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:除了福克斯姐妹会的背景呢？+我们身上真正让你觉得有价值的，到底是什么？
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>和聪明人交谈真让人省心。</color>
()||<SE1>AVG_footsteps_cave</SE1>:灰夫人缓缓起身，离开了镜头前，过了半晌才端着一杯咖啡回来。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||<SE1>Stop_AVG_loop</SE1>:<color=#00CCFF>你主导的龙舌兰项目，还是让我们坦诚点，称作龙舌兰骗局好呢？</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:……
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>正是因为这个，才让律贼追着你们满城跑吧。</color>
ColtWalker(1)<Speaker>玛姬</Speaker>||:啊呀，被发现了。
()||<SE1>AVG_File_Put</SE1>:轻笑几声，玛姬故作轻松地仰靠在沙发背上，翘起了腿。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>我要承认，这个骗局的想法让我眼前一亮。</color>+<color=#00CCFF>虽然庞氏骗局已经是相对古老的骗术了，但玛姬小姐确实做到了让它再度开花。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(1)<Speaker>玛姬</Speaker>||:谬赞了，这已经是个完结的项目，你要是感兴趣的话，我可以按照这样的思路再——
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(1)||:<color=#00CCFF>不。</color>+<color=#00CCFF>我就要这个项目。</color>
ColtWalker(4)<Speaker>玛姬</Speaker>||:……愿闻其详。
()||<SE1>ClothingUp</SE1>:话题的走向一再出乎玛姬的意料，让她不由得再一次坐直了身体。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>“战争频发，知名科学家隐居幕后，使用遗迹力量研发脏弹”。</color>+<color=#00CCFF>龙舌兰项目之所以是骗局，是因为上述的宣言没有一个是真的。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:……
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>但我可以让它变成真的。</color>
()||:玛姬思索了一阵，光是让这个骗局成真所需要花费的资源和资金就已经让她后背发冷。
ColtWalker(3)<Speaker>玛姬</Speaker>||:这样大的投入，只是为了让一个皮包公司转正吗？
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>这只是一个开始。</color>+<color=#00CCFF>从此不再有龙舌兰制造公司，只有迦拉提亚下属子公司。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:迦拉提亚……+原来你看中的是龙舌兰项目的投资名单。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>这只是委托的第一步。</color>
ColtWalker(3)<Speaker>玛姬</Speaker>||:……+我想，接下来才是这次委托的重点，对吗？
()||<BGM>BGM_Empty</BGM>:灰夫人笑了笑。
()||<SE1>AVG_Shield_Startup</SE1>:一块原本休眠的屏幕在玛姬面前亮了起来。
()||<BGM>GF_22W_BGM_2</BGM>:上面出现了整个欧亚大陆的地图，除了国界线以外，地图上只有ELID污染区浓度的标识。+红色、黄色、绿色铺就了整个地图，间或有黑色点缀其中。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>这个世界，在2030年以前，是紧密连接在一起的。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:的确，一场北兰岛事件，改变了一切。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>那之后人类分为两派，支持世界重新连接在一起，或是拒绝重连保持现状。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>玛姬</Speaker>||:人类很喜欢发生争议，有争议，就会有立场。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>说得不错。不过表明立场是当权者施下的霸权。</color>+<color=#00CCFF>大部分人，比如我，只想要谋取最大利益。</color>
ColtWalker(3)<Speaker>玛姬</Speaker>||<黑屏1>:您是高明的生意人。
()||<SE1>AVG_NightVision_Start</SE1><黑屏2><BIN>536</BIN>:一个光点从大陆的一端划到另一端，一条蜿蜒的线条就这样贯穿了整个大陆。+沿途的污染区都无法阻挡分毫。
()<Speaker>серый</Speaker>||:<color=#00CCFF>现在，有一份巨大的利益就摆在眼前。</color>+<color=#00CCFF>西伯利亚生命线正在重启，我需要一个代理人。</color>
()<Speaker>玛姬</Speaker>||:您是说……洲际列车正在重启？
()<Speaker>серый</Speaker>||:<color=#00CCFF>对，横跨欧亚大陆，穿越污染区，接壤苏德的洲际列车。</color>
()<Speaker>玛姬</Speaker>||:……真是伟大的奇迹。+那么在这样的超级工程里，您需要我做些什么？
()<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>另一个奇迹。</color>
()||:灰夫人绽开了一个危险的笑容。
()<Speaker>серый</Speaker>||:<color=#00CCFF>一辆比肩洲际列车的奇迹，针对于人形的奇迹。</color>
()||<黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>356</BIN><narrator>:夜晚 不莱梅 安全屋
NPC-Scalper(3)<Speaker>凯瑟琳</Speaker>||<BGM>GF_21winter_avg_mahaline</BGM>:玛姬？
()||:玛姬背靠大门席地而坐，没有回应。
ColtWalker(3)<Speaker>玛姬</Speaker>||:……
()||:过了半晌才抬起头，看向凯瑟琳。
NPC-Scalper(3)<Speaker>凯瑟琳</Speaker>||:你的表情很沉重。
NPC-Scalper(3);ColtWalker(3)<Speaker>玛姬</Speaker>||:这次的生意真是不得了。
NPC-Scalper(3)<Speaker>凯瑟琳</Speaker>;ColtWalker(3)||:……+但我们好像没有拒绝的权力了。
NPC-Scalper(3);ColtWalker(3)<Speaker>玛姬</Speaker>||:已经被卷进去了。+没有退路。
NPC-Scalper(3)<Speaker>凯瑟琳</Speaker>||:……
()||:凯瑟琳走到玛姬的身边，跟她一起坐在了门前的地板上。
ColtWalker(3)<Speaker>玛姬</Speaker>||:干完这一票我们还活着的话，找个风景清幽的地方隐居一阵子吧。
NPC-Scalper(3)<Speaker>凯瑟琳</Speaker>;ColtWalker(3)||:……好。+那还得需要多久啊？
NPC-Scalper(3);ColtWalker(3)<Speaker>玛姬</Speaker>||:快的话几个月，慢的话几年。
NPC-Scalper(3)<Speaker>凯瑟琳</Speaker>||:不管多久，我们都会活下来的。
()||:坐在冰冷的地板上，凯瑟琳和玛姬靠在了彼此的身上。+这种无言的陪伴从很久以前，就成为两人特有的安慰方式。+从漆黑的地下室，破败的通灵鬼屋，一直到今天。+一直到未来。
()||<黑点1>:
