()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<SE1>Stop_AVG_loop</SE1><黑点1>:被那黑洞洞的槍口順著掃了一圈，流著眼淚的男人和女人都把哭泣的聲音咽了回去。
NPC-Bodyguard1(0)<Speaker>丹尼爾</Speaker>||<黑点2><BIN>4528</BIN>:人形往10號走，人類往8號走。+所有首飾全部攤開擺在桌椅上，行李箱全部打開!
()||:蘇珊娜在最初的驚慌之後，突然意識到了什麼，抬起頭看著面前的老婦人，驚詫得連聲音都開始顫抖。
NPC-TD_Porter(0)<Speaker>蘇珊娜</Speaker>||:柳、柳、柳……柳芭老媽！？+新蘇聯最後的律——
NPC-OldLady(4)<Speaker>柳芭老媽</Speaker>||:……你準備的貴腐很對我的胃口。+接下來的事你應該明白怎麼做了吧？
()||:蘇珊娜咽了咽口水，又把將要出口的話咽了回去。+半天后遲疑著開口。
()<Speaker>蘇珊娜</Speaker>||:……+乘客資料表在工作間。
NPC-OldLady(4)<Speaker>柳芭老媽</Speaker>||:很好，你的確是一個聰明的小姑娘。
()||:孱弱的老婦人此時完全變了個人，她踏著自己的輪椅，一手抓著一把駭人的槍，與優雅的音樂格格不入的慘烈笑聲就像某種催命的樂符。
()||<SE1>AVG_Team_Running</SE1>:從她身後的大門裡，手持武器的匪徒井然有序地走了出來。
()||:從律賊進門就慌張不已的凱瑟琳顫顫巍巍地坐在吧檯前面，一動也不敢動，低著頭。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||<SE1>Heartbeat</SE1>:怎麼辦……瑪姬……
()<Speaker>瑪姬</Speaker>||:……
()||<黑点1>:瑪姬依然趴在桌面上，毫無動靜。+……
()||<黑点2><BIN>420</BIN><narrator><BGM>BGM_Empty</BGM>:「未來號」洲際列車 F09車廂（餐車） 洗手間內 
()||<SE1>AVG_rifle_finalshot_h</SE1><controll_shake>%%type_id=2%%duration=1%%delay=0.1%%range=8</controll_shake><BGM>BGM_stage10</BGM>:震耳欲聾的槍聲一響，僵持的兩人立刻對視了一眼。
Erma(2)<Speaker>艾爾瑪</Speaker>||:外面很吵，好像發生了什麼？
AR18(4)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:這是槍聲。
AR18(4)<Position>0,70</Position>;Erma(1)<Speaker>艾爾瑪</Speaker>||:……是殺人？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(1)||:不確定，對方有霰彈槍，數量不少，型號也不統一。+響了幾聲，應該是super-shorty，還有M500……
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>艾爾瑪</Speaker>||:你也有槍，所以你們是一夥的嗎？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:……不是。
AR18(2)<Position>0,70</Position>;Erma(0)<Speaker>艾爾瑪</Speaker>||:那你回答我關於「休謨」的事情。+你是從我在柯爾特快車上說出休謨這個姓氏就開始針對我。+到底是為什麼？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……無可奉告。
Erma(0)<Speaker>艾爾瑪</Speaker>||:……
()||:柳德米拉閉上眼睛，將注意力集中在了耳上。+……外面持槍的人不少，他們是怎麼把這麼多武器帶上車的？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:七……八……總共有十二個闖入者，其中有一個用輪椅代步。
()||:柳德米拉回想起了同車廂見過的那個老婦人。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……我知道他們是誰了。
Erma(2)<Speaker>艾爾瑪</Speaker>||:嗯？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:新蘇聯最後的律賊……+他們以你能想象的幾乎所有犯罪手段維生，其中當然包含搶劫。
()||:柳德米拉頓了頓。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……而且，他們搶劫完後不喜歡留下活口。
Erma(2)<Speaker>艾爾瑪</Speaker>||:……你光聽聲音就知道這麼多？
()||<SE1>AVG_tele_connect</SE1>:就在柳德米拉沉思的時候，忽然，一個陌生的通訊訊號同時聯通了兩人。
()||:兩人對視了一眼，又在同時接通了訊息。+一個熟悉的聲音，便從頻道裡傳了出來。
()<Speaker>？？</Speaker>||<BGM>BGM_Empty</BGM>:<color=#00CCFF>你們好呀，兩位。</color>+<color=#00CCFF>時間緊迫，我就直接問了吧。</color>+<color=#00CCFF>你們二位，誰是那個秘密執勤的特務？</color>+<color=#00CCFF>還是說，你們兩個都是？</color>
()||<黑屏1>:
