()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker>指揮官</Speaker>||<震屏3>:誰？！
()||<SE1>ClothingUp</SE1>:意料之外的聲音在身後炸響，你猛然一回頭，鉗住那人的手腕。
()||<BGM>GF_20HW_Scene_BPM82_loop</BGM>:只不過……這手腕的位置有些低，你抓了兩次才抓準。
NPC-Lily(1)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:指揮官……
()||<SE1>Rope</SE1>:怎麼會是莉莉……！你慌忙鬆開了手。
()<Speaker>指揮官</Speaker>||:莉莉，你一直跟在我後面？+捏疼了吧，抱歉……
()||<SE1>ClothingUp</SE1>:莉莉搖搖頭，眼睛亮閃閃的。
NPC-Lily(9)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:剛才那一下好酷！不愧是特工！
NPC-Lily(9)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||:特工？
NPC-Lily(0)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:不用裝啦，這裡很隱蔽，不會有人聽見的。
()||:聽到這，你漸漸地回過味來。
()<Speaker>指揮官</Speaker>||:約我在這見面的人，就是莉莉你？
NPC-Lily(0)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:嗯，為了不被洋房裡其他人聽到，莉莉就想了這個辦法！
NPC-Lily(1)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:嘻嘻，是不是很像特工片的橋段？
()||<SE1>ClothingUp</SE1>:莉莉得意地豎起食指。
()<Speaker>指揮官</Speaker>||:從剛才開始就一直提到特工……這到底是怎麼回事？
NPC-Lily(1)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:莉莉都聽到了，指揮官經常自言自語「基地」、「槍」、「情報」什麼的，還有一堆國家和地名……和莉莉參演過的特工片裡的主角一模一樣！
()||:她將食指緩緩地指向你，宛如推理作品裡沉穩冷峻的主人公。
NPC-Lily(0)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||<BGM>BGM_Empty</BGM>:你——是一名特工，莉莉沒說錯吧？
NPC-Lily(0)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||:呃，這麼說也沒錯……
NPC-Lily(1)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:所以，當法蘭秀秀的製作人，也是特工的任務？
NPC-Lily(1)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||<BGM>GF_Memorial</BGM>:完成任務以後，指揮官就要回去了嗎？會見到……格琳？
()||:莉莉歪著腦袋，試探性地問。
()<Speaker>指揮官</Speaker>||:誒，我怎麼連這個都說出來了……+是的，格琳在內的很多人，都在基地等著我。
()||:到時候，就不得不和法蘭秀秀分別了吧……+還會有人陪莉莉一起看電視，吃快餐，逛市集嗎？
NPC-Lily(8)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:唔……+能把莉莉也帶去基地嗎？莉莉也想當特工，和指揮官一起在世界各地冒險……
NPC-Lily(8)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||:誒？！<c>答應<c>拒絕
()<Speaker>指揮官</Speaker>||<分支>1</分支>:嗯，我覺得不錯？莉莉豐富的表演經驗，肯定有派上用場的時候。
()||<分支>1</分支>:雖然，你也不知道這操作是否可行……
()<Speaker>指揮官</Speaker>||<分支>2</分支>:抱歉，莉莉……這份工作比你想象中的危險太多，我不能答應你。
()||:沒想到，莉莉撲哧一聲笑了出來。
NPC-Lily(2)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:莉莉只是覺得，成為正義的夥伴很帥，找個機會說出來而已……
NPC-Lily(0)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:偶像才是莉莉的工作，而且莉莉也很喜歡，和法蘭秀秀的大家一起生活。+不過，莉莉很高興，指揮官認真考慮了這個提議……
NPC-Lily(0)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||:其實，聽到莉莉那麼說，我第一反應還挺開心的。+<color=#A9A9A9>畢竟離開以後，就沒辦法再聯繫了吧……</color>
()||<SE1>ClothingUp</SE1>:莉莉踮起腳吹去你肩頭的落葉，像是看穿了你的心思。
NPC-Lily(0)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:電影裡說，留下痕跡對特工而言是致命的……
NPC-Lily(1)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:沒關係，就算不能再見面，莉莉也會為指揮官祈禱平安的。
NPC-Lily(2)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:一定要好好活下去哦！
()||<SE1>ClothingUp</SE1>:你鄭重地點點頭。
()<Speaker>指揮官</Speaker>||:我答應你。
NPC-Lily(0)<Speaker>星川莉莉</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:啊，也不用太擔心，萬一死了，莉莉也會拜託巽，讓指揮官作為殭屍復活的！
NPC-Lily(0)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||<SE1>AVG_Awkward</SE1>:……
NPC-Lily(0)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||<黑点1>:這份心意我領了。
