()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>272</BIN><narrator>:幾天後 不來梅 芙洛拉研究所
()||<BGM>BGM_Brain</BGM><SE1>AVG_footsteps_cave</SE1>:按照面試邀約上的時間地點，瑪姬按時抵達了這座位於市區中心的大廈，並在前台小姐的引領下，走進了等待區。
()||<SE1>Stop_AVG_loop</SE1>:裝潢豪華的等候大廳，在前台小姐離開後，只剩下瑪姬一人。+瑪姬注意到部分立牌上有「迦拉提亞」的字樣，但搜索之後什麼結果也沒有。
()<Speaker>？？？</Speaker>||:瑪姬小姐？
()||<SE1>AVG_20Winter_Door_Open</SE1>:一扇門打開，身著白色制服的女性對瑪姬招了招手。
NPC-Leone(0)<Speaker>？？？</Speaker>||:請來這邊。
()||<黑点1>:
()||<黑点2><BIN>412</BIN>||<SE1>AVG_footsteps_cave</SE1>:在白衣女人的帶領下，瑪姬走進了辦公室，坐在了柔軟的沙發上。
()||<SE1>Stop_AVG_loop</SE1>:不等瑪姬坐穩，女人就冷淡地開始了流程。
NPC-Leone(0)<Speaker>？？？</Speaker>||:那麼面試就開始了。
NPC-Leone(0);ColtWalker(3)<Speaker>瑪姬</Speaker>||:好的。
NPC-Leone(0)<Speaker>？？？</Speaker>;ColtWalker(3)||:姓名。
NPC-Leone(0);ColtWalker(3)<Speaker>瑪姬</Speaker>||:瑪姬·龐茲。
NPC-Leone(0)<Speaker>？？？</Speaker>;ColtWalker(3)||:職業。
NPC-Leone(0);ColtWalker(3)<Speaker>瑪姬</Speaker>||:嗯……社會工程師。
NPC-Leone(0)<Speaker>？？？</Speaker>||:……
()||<SE1>AVG_21Winter_Click_Keyboard</SE1>:對方冷漠地敲下了瑪姬的資訊。
ColtWalker(3)<Speaker>瑪姬</Speaker>||:作為交換，你的身份？
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(3)||:「皇家賭場」委託人。+我之前透過通訊聯絡過你，你現在要通過我的考驗，才能拿到我的委託。
NPC-Leone(0);ColtWalker(3)<Speaker>瑪姬</Speaker>||:了解，那麼請開始吧。
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(3)||:考驗已經開始了。+瑪姬小姐，請用你最擅長的方式，讓我自願把委託交給你。
NPC-Leone(0);ColtWalker(1)<Speaker>瑪姬</Speaker>||:嗯？什麼方式都可以嗎？
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(1)||:當然。
NPC-Leone(0);ColtWalker(3)<Speaker>瑪姬</Speaker>||:在開始前，請讓我先明確一個問題——+只有委託人才可以做出將委託交給我的決定，對嗎？
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(3)||:沒錯。
NPC-Leone(0);ColtWalker(3)<Speaker>瑪姬</Speaker>||:那麼這個考驗根本就是不可能完成的。
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(3)||:……+為什麼這麼說？
NPC-Leone(0);ColtWalker(3)<Speaker>瑪姬</Speaker>||:因為你不是委託人。
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(3)||:你是想透過激怒我的方式來獲取委託嗎？+未免也太失禮了吧。
NPC-Leone(0);ColtWalker(1)<Speaker>瑪姬</Speaker>||:我完全沒有輕視你的意思，雷奧妮女士。
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(1)||:……
NPC-Leone(0);ColtWalker(1)<Speaker>瑪姬</Speaker>||:透過對你的聲紋進行稍微的解析，還有你的外貌作為驗證，很容易找到你的真實身份。+順便一提，你去年發布的芙洛拉植物研究所的年度報告非常精彩。+不過，可能這麼說有些冒犯，我不認為你夠格做這個神秘的委託人。+畢竟昨天這位厲害的委託人替我解決了不小的麻煩。
NPC-Leone(0)<Speaker>委託人</Speaker>;ColtWalker(1)||:哈啊？
NPC-Leone(0);ColtWalker(1)<Speaker>瑪姬</Speaker>||:看你藏起名牌的動作，該不會以為我是偷看了這上面的訊息吧？+那可太沒技術含量了，和貴司的調性不夠匹配。
NPC-Leone(0)<Speaker>委託人</Speaker>||:……+很好。
()||<SE1>ClothingUp</SE1>:從驚詫中回過神來的雷奧妮緩緩靠向椅背，冷淡又回到了她的臉上。
ColtWalker(1)<Speaker>瑪姬</Speaker>||:那麼——
()||<SE1>AVG_Applause</SE1>:啪啪啪——
()||<BGM>BGM_Empty</BGM><Night>:一陣掌聲傳來，隨之而來是室內電力的短暫切斷。+等瑪姬快速適應黑暗之後，雷奧妮已經不見了。+取而代之的，是一個在黑暗中亮起的三維形象。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||<BGM>GF_22W_BGM_1</BGM><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>初次見面，瑪姬小姐。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(1)<Speaker>瑪姬</Speaker>||:「灰色」女士？
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(1)||:<color=#00CCFF>不打算對我使用同樣的招式確認一下嗎？</color>+<color=#00CCFF>稍微解析下我的聲紋，加上我的外貌？</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:不必了。+想必這些方式對你來說並沒有用。+或者說，查出來的「格雷女士」並不是真正的你。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>我喜歡懂得分寸的聰明人，瑪姬·龐茲小姐。</color>+<color=#00CCFF>或者該說，瑪姬·龐茲小姐的助理人形？</color>
ColtWalker(3)<Speaker>瑪姬</Speaker>||:……
()||<SE1>ClothingUp</SE1>:瑪姬輕輕敲擊沙發的手指僵住了。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>別擔心，這個背景是你的優勢。</color>+<color=#00CCFF>我本來對人形的欺詐術還尚存疑慮，但在得知你是福克斯姐妹會的下屬人形之後，對你的表現才有了期待。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:我以為已經沒人記得福克斯姐妹會了。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>現在的人類遺忘了太多不該忘記的東西。</color>+<color=#00CCFF>聽說福克斯姐妹會在三戰之後就走向消亡了。</color>+<color=#00CCFF>沒想到今天還能見到那個組織的人。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:難怪你這麼爽快地答應救出凱瑟琳。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>我對有價值的人一向很慷慨。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:除了福克斯姐妹會的背景呢？+我們身上真正讓你覺得有價值的，到底是什麼？
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>和聰明人交談真讓人省心。</color>
()||<SE1>AVG_footsteps_cave</SE1>:灰夫人緩緩起身，離開了鏡頭前，過了半晌才端著一杯咖啡回來。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||<SE1>Stop_AVG_loop</SE1>:<color=#00CCFF>你主導的龍舌蘭項目，還是讓我們坦誠點，稱作龍舌蘭騙局好呢？</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:……
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>正是因為這個，才讓律賊追著你們滿城跑吧。</color>
ColtWalker(1)<Speaker>瑪姬</Speaker>||:啊呀，被發現了。
()||<SE1>AVG_File_Put</SE1>:輕笑幾聲，瑪姬故作輕鬆地仰靠在沙發背上，翹起了腿。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>我要承認，這個騙局的想法讓我眼前一亮。</color>+<color=#00CCFF>雖然龐氏騙局已經是相對古老的騙術了，但瑪姬小姐確實做到了讓它再度開花。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(1)<Speaker>瑪姬</Speaker>||:謬讚了，這已經是個完結的項目，你要是感興趣的話，我可以按照這樣的思路再——
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(1)||:<color=#00CCFF>不。</color>+<color=#00CCFF>我就要這個項目。</color>
ColtWalker(4)<Speaker>瑪姬</Speaker>||:……願聞其詳。
()||<SE1>ClothingUp</SE1>:話題的走向一再出乎瑪姬的意料，讓她不由得再一次坐直了身體。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>「戰爭頻發，知名科學家隱居幕後，使用遺跡力量研發髒彈」。</color>+<color=#00CCFF>龍舌蘭項目之所以是騙局，是因為上述的宣言沒有一個是真的。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:……
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>但我可以讓它變成真的。</color>
()||:瑪姬思索了一陣，光是讓這個騙局成真所需要花費的資源和資金就已經讓她後背發冷。
ColtWalker(3)<Speaker>瑪姬</Speaker>||:這樣大的投入，只是為了讓一個皮包公司轉正嗎？
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>這只是一個開始。</color>+<color=#00CCFF>從此不再有龍舌蘭製造公司，只有迦拉提亞下屬子公司。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:迦拉提亞……+原來你看中的是龍舌蘭項目的投資名單。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>這只是委託的第一步。</color>
ColtWalker(3)<Speaker>瑪姬</Speaker>||:……+我想，接下來才是這次委託的重點，對嗎？
()||<BGM>BGM_Empty</BGM>:灰夫人笑了笑。
()||<SE1>AVG_Shield_Startup</SE1>:一塊原本休眠的螢幕在瑪姬面前亮了起來。
()||<BGM>GF_22W_BGM_2</BGM>:上面出現了整個歐亞大陸的地圖，除了國界線以外，地圖上只有ELID污染區濃度的標識。+紅色、黃色、綠色鋪就了整個地圖，間或有黑色點綴其中。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>這個世界，在2030年以前，是緊密連接在一起的。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:的確，一場北蘭島事件，改變了一切。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>那之後人類分為兩派，支持世界重新連接在一起，或是拒絕重連保持現狀。</color>
NPC-MrsGray(0)<通讯框>;ColtWalker(3)<Speaker>瑪姬</Speaker>||:人類很喜歡發生爭議，有爭議，就會有立場。
NPC-MrsGray(0)<Speaker>серый</Speaker><通讯框>;ColtWalker(3)||:<color=#00CCFF>說得不錯。不過表明立場是當權者施下的霸權。</color>+<color=#00CCFF>大部分人，比如我，只想要謀取最大利益。</color>
ColtWalker(3)<Speaker>瑪姬</Speaker>||<黑屏1>:您是高明的生意人。
()||<SE1>AVG_NightVision_Start</SE1><黑屏2><BIN>536</BIN>:一個光點從大陸的一端劃到另一端，一條蜿蜒的線條就這樣貫穿了整個大陸。+沿途的污染區都無法阻擋分毫。
()<Speaker>серый</Speaker>||:<color=#00CCFF>現在，有一份巨大的利益就擺在眼前。</color>+<color=#00CCFF>西伯利亞生命線正在重啟，我需要一個代理人。</color>
()<Speaker>瑪姬</Speaker>||:您是說……洲際列車正在重啟？
()<Speaker>серый</Speaker>||:<color=#00CCFF>對，橫跨歐亞大陸，穿越污染區，接壤蘇德的洲際列車。</color>
()<Speaker>瑪姬</Speaker>||:……真是偉大的奇蹟。+那麼在這樣的超級工程裡，您需要我做些什麼？
()<Speaker>серый</Speaker><通讯框>||:<color=#00CCFF>另一個奇蹟。</color>
()||:灰夫人綻開了一個危險的笑容。
()<Speaker>серый</Speaker>||:<color=#00CCFF>一輛比肩洲際列車的奇蹟，針對於人形的奇蹟。</color>
()||<黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>356</BIN><narrator>:夜晚 不來梅 安全屋
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||<BGM>GF_21winter_avg_mahaline</BGM>:瑪姬？
()||:瑪姬背靠大門席地而坐，沒有回應。
ColtWalker(3)<Speaker>瑪姬</Speaker>||:……
()||:過了半晌才抬起頭，看向凱瑟琳。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:你的表情很沉重。
NPC-Scalper(3);ColtWalker(3)<Speaker>瑪姬</Speaker>||:這次的生意真是不得了。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>;ColtWalker(3)||:……+但我們好像沒有拒絕的權力了。
NPC-Scalper(3);ColtWalker(3)<Speaker>瑪姬</Speaker>||:已經被卷進去了。+沒有退路。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:……
()||:凱瑟琳走到瑪姬的身邊，跟她一起坐在了門前的地板上。
ColtWalker(3)<Speaker>瑪姬</Speaker>||:幹完這一票我們還活著的話，找個風景清幽的地方隱居一陣子吧。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>;ColtWalker(3)||:……好。+那還得需要多久啊？
NPC-Scalper(3);ColtWalker(3)<Speaker>瑪姬</Speaker>||:快的話幾個月，慢的話幾年。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:不管多久，我們都會活下來的。
()||:坐在冰冷的地板上，凱瑟琳和瑪姬靠在了彼此的身上。+這種無言的陪伴從很久以前，就成為兩人特有的安慰方式。+從漆黑的地下室，破敗的通靈鬼屋，一直到今天。+一直到未來。
()||<黑点1>:
