()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC_TT33(3)<Speaker>托卡列夫</Speaker><Shake>||:<size=50>騙人！……假的，肯定是說謊！</size>+<size=50>指揮官……指揮官怎麼可能……！！</size>
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:冷靜！托卡列夫！
()<Speaker></Speaker>||<SE1>Rope</SE1>:格琳娜攥著方向盤的手握得更緊了一些。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……我也不相信。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:但是昨晚，新聞報道了這件事。+指揮官被違法人形丹德萊挾持，駕駛軍用坦克衝入白區製造恐怖襲擊。+車輛在進入白區時發生爆炸，丹德萊被炸毀，而指揮官……下落不明。
NPC_TT33(2)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:下落不明？怎麼會……丹德萊又是誰！？
NPC_TT33(2);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:是M4的OGAS，抱歉，當時出於一些考慮，我們沒有讓她在你們面前暴露。+但……她不可能背叛指揮官，不可能背叛我們。
NPC_TT33(2)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(0)||:……也就是說，新聞內容是捏造的？
NPC_TT33(2);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……我還不清楚，但肯定有奇怪的地方，比如說他們說坦克裡留下了大量屬於丹德萊的人形碎片。+丹德萊小姐……的身體很特別，如果留下了「碎片」……恐怕不會被認為屬於人形。+我今天早上剛知道這個消息，就馬不停蹄從新蘇聯趕過來……+連出院手續都是赫麗安小姐幫我辦理的。
NPC_TT33(2);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:結果等我趕到，就看到這些莫名其妙的情況……+……指揮官莫名其妙地不見了，你們也全都被什麼莫名其妙的協議關機，甚至斷開了格里芬的權限……
NPC_TT33(2);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:政府明明根本拿不出屍體或任何證據，卻直接宣布指揮官死亡，停止了調查。+連克魯格先生也不願告訴我任何事……他甚至都不同意跟我見面！
NPC_Kalina_OL(1)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:肯定……肯定有什麼事在瞞著我……
()<Speaker></Speaker>||:格琳娜的聲音已經帶上了崩潰的哭腔。+托卡列夫此時才意識到，格琳娜究竟是面臨著怎樣的絕望和走投無路，才會選擇鋌而走險，違法將自己重新啟動。
()<Speaker></Speaker>||<CGDelay>0.5</CGDelay>:
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……所以，所以我才找到你，托卡列夫。+只有你能回答我了，昨天……到底發生了什麼？+指揮官……這段時間，到底發生了什麼？
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||<CGDelay>0.5</CGDelay>:
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:……托卡列夫閉上了眼。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:……我從頭跟您說起吧。
()||<黑屏1>:
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN><CGDelay>0.5</CGDelay>:
()||<黑屏1>:
()<Speaker></Speaker>||<黑屏2><BIN>730</BIN><Night><CGDelay>0.3</CGDelay>:
()<Speaker></Speaker>||<SE1>AVG_20Winter_Horn_Car</SE1><震屏3><SE1>AVG_Punch_Hit</SE1>:碰！
()<Speaker></Speaker>||:格琳娜用力地砸了一下方向盤。+車笛尖銳地鳴叫，驚起了被腐爛氣息吸引而來的鴉雀。
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:他們怎麼可以這樣！
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:格琳娜小姐……冷靜！
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:我要怎麼冷靜！？他們……他們居然……
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||<CGDelay>0.5</CGDelay>:
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜深呼吸了一口氣，平復起伏不定的胸脯。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……早知道是這樣，就算是勉強，我也要跟著指揮官一起過來。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:……這不是您缺席導致的結果。+就算您在場，我認為也很難改變結果。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:但是……
()<Speaker></Speaker>||:格琳娜咬著嘴脣。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……指揮官肯定很需要有人支持……
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜背靠在了座椅上，雙手捂著臉，又深吸了一口氣，身體頹然地陷了下去。
NPC_Kalina_OL(2)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:在我住院的時候，居然發生了這麼多事……安潔小姐居然會……這也是假的吧？
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:……+……我並不知道細節，但安潔小姐恐怕是真的……
NPC_Kalina_OL(1)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……
()<Speaker></Speaker>||:格琳娜側過了臉，似乎有意在迴避托卡列夫的視線，但托卡列夫依然聽見了抽噎的聲音。
NPC_Kalina_OL(1)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:沒辦法……之前的事，你應該也只知道這麼多，但是，我必須要搞明白，昨天呢？+昨天到底發生了什麼？
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(1)<Position>0,-90</Position>||:詳細的我也不清楚，畢竟指揮官的戰略會議，我並沒有參與的權利。+但在協議啟動之前……也就是前天，指揮官和一些大人物進行了通話，之後便召集了我們，宣告了協議啟動。+為了阻止指揮官接下來的行動，IOP將在12小時內，逐步收回指揮官擁有的所有IOP人形的指揮權限。
NPC_TT33(1);NPC_Kalina_OL(2)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:行動……
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(2)<Position>0,-90</Position>||:剷除帕拉蒂斯，剷除威廉。
NPC_TT33(1);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……+……之後呢？
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:指揮官尊重了我們的意見，讓我們自己決定去留。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:我們無一怯戰。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:隨後，我們跟隨指揮官，協助著一路從艾莫號攻入了白區……應該。
NPC_TT33(1);NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……應該？
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(4)<Position>0,-90</Position>||:哈維爾先生的「寬容」，協議生效的時間是12小時，且「由弱及強」，為指揮官保留了最後一戰的資本和可能性。+……非常抱歉，我的實力顯然在格里芬並不算優秀，所以，在進入白區之前，我就已經失去意識了。+再睜眼，就是您的臉。
NPC_TT33(1);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||<CGDelay>0.5</CGDelay>:
NPC_TT33(1);NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:也就是說……你也不清楚進入白區之後，以及指揮官「失蹤」時發生了什麼事？
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:非常抱歉。
()<Speaker></Speaker>||:格琳娜陷入了沉默，彷彿最後一絲希望也被澆滅了。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:非常抱歉，格琳娜小姐。
()<Speaker></Speaker>||:格琳娜的聲音變得苦澀而空洞。
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:不，不是你的錯。+我只是……以為……至少能找到一個知情人。+結果……結果我還是連指揮官到底是生是死都無法確認。
NPC_Kalina_OL(1)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:我才不在幾天……就什麼都變了。+我應該在的，我應該和指揮官一起面對這一切的。+哪怕……哪怕是死，我也該和指揮官在一起……
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(1)<Position>0,-90</Position>||:格琳娜小姐，您不能這樣想。+如果您當時在場，軍方很可能會限制您的行動，甚至將您拘留。
NPC_TT33(0)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(1)<Position>0,-90</Position>||:反而是現在，您成了唯一能夠自由行動、能夠尋找真相的人。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(1)<Position>0,-90</Position>||:而且，我雖然不知道白區內的具體情況，但有一點——+如果真有爆炸，官方不論如何都會有現場調查和遺體處理記錄。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(1)<Position>0,-90</Position>||:即使是最猛烈的爆炸，也應該留下DNA痕跡或其他可識別的殘骸。+但官方卻既拿不出遺體，也拒絕提供任何確鑿證據。
NPC_TT33(1);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:你……你說得對。
NPC_TT33(1);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:我們得找到證據，托卡列夫。+不管是證明指揮官死了，還是證明指揮官還活著——我都要親眼見到真相。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:我們應該先查看現場。+官方肯定已經調查並清掃過，但總會留下些蛛絲馬跡。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:而且……
NPC_TT33(2)<Speaker>托卡列夫</Speaker><Shake>||<SE1>AVG_whitenoise</SE1><BIN>9</BIN><BGM>BGM_Empty</BGM>:咕！
()<Speaker></Speaker>||<BGM>BGM_AuguriesofInnocence</BGM>:就在托卡列夫專注於分析的時候，她的系統突然出現了一陣波動，視覺模組也出現了詭異的花屏。
()<Speaker>？？？</Speaker>||:……
()<Speaker></Speaker>||<SE1>ClothingUp</SE1><SE1>AVG_whitenoise</SE1>:劇烈的疼痛如電流般穿過她的核心，讓她忍不住彎下腰，雙手抱住頭部。
()||<黑屏1>:
()<Speaker></Speaker>||<黑屏2><BIN>730</BIN><Night><CGDelay>0.5</CGDelay>:
NPC_TT33(3)<Speaker>托卡列夫</Speaker><Shake>||:呃……！
NPC_Kalina_OL(2)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:托卡列夫？怎麼了？！
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜迅速解開安全帶，伸手扶住搖搖欲墜的托卡列夫。
NPC_Kalina_OL(2)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:托卡列夫！
NPC_TT33(3)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(2)<Position>0,-90</Position>||<CGDelay>0.5</CGDelay>:
NPC_TT33(3)<Speaker>托卡列夫</Speaker>;NPC_Kalina_OL(2)<Position>0,-90</Position>||:我……我沒事，格琳娜小姐。+只是……系統中出現了一些奇怪的資料碎片。+可能是強制當機的副作用。
NPC_TT33(3);NPC_Kalina_OL(2)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:你確定嗎？如果是嚴重的系統故障，我們應該先找個地方給你做診斷。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:……不必擔心，已經沒事了。+很快就會恢復正常。
()<Speaker></Speaker>||:她直視格琳娜的眼睛，語氣堅決。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:我……我也想知道指揮官到底發生了什麼。+其他事情都可以等，這件事……對我，對您，都是分秒必爭。
()<Speaker></Speaker>||:格琳娜猶豫了一下，但看到托卡列夫決心已定的樣子，最終點了點頭。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:好吧。但如果情況惡化，你必須馬上告訴我。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:我保證，格琳娜小姐。
()<Speaker></Speaker>||<CGDelay>0.5</CGDelay>:
()||<黑点1>:
