()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:不……怎麼會呢。+只是……經歷了這麼多事，我可能變得有些神經質了。
NPC-Griffin(0)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>擅長質疑是一個好習慣，我很樂意用我的行動來化解你的質疑。</color>+<color=#00CCFF>我曾多次聽克魯格提及過你的一些想法。</color>+<color=#00CCFF>也許我們會存在一些分歧，但我們的理想是完全一致的。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:……「更新世界的鋒芒」？
NPC-Griffin(0)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>我們所做的一切，都是為了我們和這個世界的明天。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:但我第一次知道我們公司的口號和羅克薩特主義的宣言一模一樣時，我曾思考了很久。
NPC-Griffin(0)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>你思考了什麼？</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:我思考著，我到底應該做什麼。+到底怎麼樣才能讓我們的國家，我們的社會，我們的世界擺脫現在像狗屎一樣的困境。
NPC-Griffin(0)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>一個革命者需要合適的綱領，我想我們應該會很合得來。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:我不太確定，格里芬先生。+羅克薩特主義描繪的世界的確非常美好。+但是人和人之間真的能夠團結統一，相互理解嗎？
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>……也許我不該在這個問題上對你矇混。</color>+<color=#00CCFF>你想知道我真正的想法？</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||:請務必告訴我。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>我的答案是——不能。</color>+<color=#00CCFF>人和人之間永遠不可能永遠團結，永遠不可能一直互相理解。</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||:什……
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>正因如此，所以這個世界需要秩序，需要一個逼迫人類不得不團結，不得不互相理解的規則來引導他們。</color>+<color=#00CCFF>讓分裂的人受到懲罰，讓互助的人獲得利益，只有像電擊儀一樣的規則存在，人類才能矯正自己所犯的惡行，讓這個世界回到應有的秩序中來。</color>+<color=#00CCFF>羅克薩特先生是個偉大的先驅，但他是一個理想主義者。</color>+<color=#00CCFF>理想主義不能幫助我們實現一個理想的世界，我們必須要為結果負責。</color>+<color=#00CCFF>我們必須要建立一個符合全人類利益的秩序，為此我們不惜付出一切。</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||:由「你們」來建立，來決定秩序？
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>決定秩序的是人心，我們只是人類利益的公僕。</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||:……您的回答與我預想的有些不同。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>對聰明人來說，說實話比什麼都管用。</color>+<color=#00CCFF>如果光靠口號就能革命，我們又何須在這裡對話？</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||:……+我還想問最後一個問題。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>請說。</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||<BGM>BGM_Empty</BGM>:當我們走到這條路的盡頭，再回望身後時。+我們捨棄的那些代價，也包含善良和正義嗎？
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||<BGM>GF_21winter_avg_pathfinder</BGM>:<color=#00CCFF>指揮官，你對寓言有了解嗎？</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||:……寓言？
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>「信奉絕對真理的刺蝟，將世界置於具有唯一性的框架下，豎起渾身的刺，抗拒所有異議；」</color>+<color=#00CCFF>「狡猾多變的狐狸，蟄伏在浩蕩的時代洪流之中，瞇起眼睛，體察出足以顛覆世界的不和諧音。」</color>
NPC-Griffin(1)<Speaker>指揮官</Speaker><通讯框>||:刺蝟與狐狸……這聽起來更像是哲學。
NPC-Griffin(0)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>我現在不會回答你的疑惑，就像你也不必回答我的。</color>+<color=#00CCFF>但是總有一天……你會做出你自己的選擇。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:……也許吧。
NPC-Griffin(0)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>那麼，希望你能為我們帶來好消息，指揮官。</color>+<color=#00CCFF>我還有個重要的會議，就先告辭了。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:是。
()||:格里芬紳士地欠了欠身，關閉了全息投影。+指揮官的目光落在了桌上的棋局，這一次，又是什麼樣的局在等著自己呢？
()<Speaker>指揮官</Speaker>||:……安潔也在柏林嗎？
RO635Mod(0)<Speaker>RO635</Speaker>||:指揮官，剛剛收到了條加密通訊留言。
()<Speaker>指揮官</Speaker><通讯框>||:我知道了。
()||:我接過通訊器，打開了留言。
NPC-Ange(2)<Speaker>安潔</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>嗨，指揮官，好久不見。</color>
()||:熟練的面孔出現在了通訊器上，雖然比起之前，安潔看上去憔悴了很多。+但不知道為什麼，在此刻看見熟悉的人，就讓我感到一陣安心。
NPC-Ange(2)<Speaker>安潔</Speaker><通讯框>||<黑屏1>:<color=#00CCFF>當你看見這條通訊的時候，你已經見過「那個人」了吧。</color>+<color=#00CCFF>現在，你肯定有滿肚子的問題想要問我，我也一樣。</color>+<color=#00CCFF>所以，來見見我吧，指揮官。</color>+<color=#00CCFF>今天下午三點，我會在密涅瓦的貓頭鷹等你。</color>+<color=#00CCFF>話先說在前面，我討厭遲到的人。</color>
