()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(0)||:指揮官來了，才更該讓指揮官看到你的美麗。+還是說，你在害羞呢？
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:我才沒有！婚紗很好看，但這種時候穿不是就和兒戲一樣嗎？
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(0)||:對婚紗重視是好事，但是愛情是不需要儀式也會自然萌發的。+所以，至少來試試吧？萬一哪天你真的需要穿它呢？
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||<黑点1>:你……好吧，等他們說完了再穿。
()<Speaker></Speaker>||<黑点2>:一個半小時後，緊張的談話終於結束。+目送Kr98k離開的馬卡洛夫正準備跟著離去，就被卡諾扣住了肩膀。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:說好了要穿穿看的哦，馬卡洛夫！英雄可不能臨陣脫逃啊。
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:你的記性能不能差一點啊……+好吧，你說的是哪一件？我來試試。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(0)||:其實適合你的還是很多的，你要不要全都試一遍？
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:我要走了，現在就走。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(0)||:好吧，就試這麼一件！去換吧，我很期待效果哦。
Carcano1891(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:把馬卡洛夫塞進換衣間後，大廳陷入了短暫的沉默。
PM(0)<Speaker>馬卡洛夫</Speaker>||<BGM>BGM_Wake</BGM>:……卡諾，你相信指揮官說的那些話嗎？
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:那個影子是格琳娜小姐的事？
PM(0)<Speaker>馬卡洛夫</Speaker>||:嗯。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:你相信嗎？
PM(0)<Speaker>馬卡洛夫</Speaker>||:我很想相信，但是我沒法相信。+我從事件發生的時候就立刻去找了格琳娜小姐，她當時對這件事完全不知情。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:這樣啊。剛才你沒有拆穿指揮官，真是很溫柔又有擔當的行為！
PM(0)<Speaker>馬卡洛夫</Speaker>||:因為格琳娜小姐也願意幫指揮官隱瞞，我想……應該是有原因的吧。+也許是什麼我們不能知道的事。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:我也這麼想。
PM(0)<Speaker>馬卡洛夫</Speaker>||:我知道你組織這個活動的想法。+就算大家心裡都明白，這件事還是很讓人難過。+指揮官以前幾乎不會隱瞞我們什麼，但是現在……也許就是這一刻，那個人還在指揮官的房間裡，而我們一無所知。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:總是死氣沉沉的多沒有意思啊，在戰鬥到來之前，我們應該坦率地享受生活。+好看的裙子，漂亮的外貌，還有強大又明智的指揮官。+只是一次隱瞞而已，謊言也有善意與不善之分。與其讓這種事敗壞心情，不如來一起欣賞指揮官特別的表情吧？
PM(0)<Speaker>馬卡洛夫</Speaker>||:在這方面，你還真是很樂觀……+至少卡爾之外的大家看起來都不太介意這件事就這樣混過去，也算是好事吧。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:人形和人類不同。+“一個人只有一次生命，統一的、一致的生命，就像一張毛氈，毛都壓在一起了，不能分離。”
PM(0)<Speaker>馬卡洛夫</Speaker>||:我想我知道你想說什麼了。+指揮官比我們的行為要謹慎得多，因為人死不能復生，我們卻能……這就是我們保護指揮官的原因。+指揮官的判斷，一定有自己的道理……那個人不會輕易把自己放進險境裡。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:是的！而且，真相說不定只會令人疼痛呢。
PM(0)<Speaker>馬卡洛夫</Speaker>||:你是說？
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:如果這個神秘的人其實是鬼魂……
PM(0)<Speaker>馬卡洛夫</Speaker>||:萬聖節還沒到呢。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:或者系統錯誤……
PM(0)<Speaker>馬卡洛夫</Speaker>||:那這個監控系統也許能透過圖靈測試，它在尋求一份親密感情。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:也可能是超能力或者外星人。
PM(0)<Speaker>馬卡洛夫</Speaker>||:我吐槽不動了，卡諾。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:哈哈，開玩笑的。不這麼努力搭話也可以啦，馬卡洛夫！
()<Speaker></Speaker>||<SE1>AVG_footsteps_woodfloor</SE1>:我知道，你想讓我不要這麼無聊。+我換好了。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||:哇——真不錯！就這麼去見指揮官吧？+讓指揮官看到你現在的樣子，一定也會大加誇讚的！
PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||:因為這種事得到過多的誇獎，真的還算是戰術人形嗎……
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(4)<Position>0,150</Position>||:戰術人形也有追求美麗的權力，過於冰冷就會像軍方一樣。+雖然很有殺傷力，但最後也只剩下殺人和被殺。+懷抱對美麗的期望，才能得到和平。
Carcano1891(0);PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||:真奇怪……真正美麗的東西就存在於和平的世界裡，可是只有在戰爭中，它們才格外閃耀，格外讓人渴望。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(4)<Position>0,150</Position>||<BGM>BGM_Empty</BGM><黑屏1>:美好的東西總是需要襯托的嘛。去吧。
()<Speaker>馬卡洛夫</Speaker>||<BIN>9</BIN><黑屏2><BGM>m_avg_labyrinth</BGM>:然後……我到了指揮官那裡。+接著發生了什麼？我好像聽到了誰說什麼……我應該還存著錄音才對。
()<Speaker>格琳娜的聲音</Speaker>||:真是的……指揮官，這次差點就穿幫了！要不然還是讓她去其他房間吧？+安排一間閒置的空房間給她之類的……
()<Speaker>指揮官的聲音</Speaker>||:抱歉，格琳娜，這次是意外……+不過，為什麼監控會突然捕捉到你？我記得你說過只要屏蔽過一次，這些設備就不能再找到你的訊號了。
()<Speaker>陌生的女性聲音</Speaker>||:這的確是個意外，因為指揮官你還不夠信任我，或者說，我們的溝通不夠。+如果您記得提前告訴我格里芬的監控系統今天升級，或者讓我在外面散步獲取訊息，我就能提早做出應對。
()<Speaker>指揮官的聲音</Speaker>||<SE1>AVG_footsteps_woodfloor</SE1><黑屏1>:……是我的問題。+好吧，你可以出去，但是……你現在去做什麼？
()||<黑屏2><BIN>83</BIN><SE1>AVG_tele_disconnect</SE1><BGM>BGM_Empty</BGM>:……
PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||:不行，到這裡就想不起來了……+到底發生了什麼事？
PM(4)<Speaker>指揮官</Speaker><Position>0,150</Position>||:馬卡洛夫？+早安，你還在這裡啊。
PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||<BGM>GF_Memorial</BGM>:早安……指揮官。+我的記憶出現了問題，有一部分數據丟失了。
PM(4)<Speaker>指揮官</Speaker><Position>0,150</Position>||:我也正想和你說，昨晚我發現你站在我門口斷電了，嚇了一跳。+維修人員已經來過了，你現在感覺好些了嗎？
PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||:原來是斷電了嗎……也許是有些零件忽然壞掉了吧。+指揮官，關於之前的事情……
PM(4)<Speaker>指揮官</Speaker><Position>0,150</Position>||:……我在聽。
PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||:我相信您。+無論您做出什麼樣的選擇，一定有您自己的考慮在內。+不告訴我們也沒關係，只是如果還有下次，我也仍然會採取措施，盡力保證您的安全。
PM(4)<Speaker>指揮官</Speaker><Position>0,150</Position>||:我知道了，謝謝你。+你穿這件衣服很好看，馬卡洛夫。
PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||:那是當然的，因為我一直都很優秀。+就算穿婚紗，我也漂亮又可愛。
PM(4)<Speaker>指揮官</Speaker><Position>0,150</Position>||:哈哈……是啊。+有你在身邊，我總是很放心。
PM(4)<Speaker>馬卡洛夫</Speaker><Position>0,150</Position>||:<color=#A9A9A9>如果還有下一次的話……我一定會找到真相。</color>
PM(4)<Speaker></Speaker><Position>0,150</Position>||<黑屏1>:馬卡洛夫不再說話，向指揮官露出微笑。+上班的時間還沒有到，兩人共享了這片刻的安寧。+而這一切也都落入了窗簾後的“某個人”眼中。她是否將這一幕也記錄下來了呢？+那就是只有這位見證者才知道的事了。
