()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker>スタッフ</Speaker>||:サー・オーベルシュタインが到着しました！
()<Speaker>指揮官</Speaker>||:……
()||<SE1>ClothingUp</SE1><SE1>AVG_20Winter_Door_Open</SE1>:突然のことで、指揮官は思わず振り返る。+数名のスタッフと一緒に、ウィリアムが同じ控え室に入ってきた。
NPC-William(14)<Speaker>ウィリアム</Speaker>||<BGM>10213</BGM>:……
NPC-William(14)<同时置暗><Speaker>指揮官</Speaker>||:……
NPC-William(14)<Speaker>ウィリアム</Speaker>||:フッ……笑えない冗談だ。
()<Speaker>指揮官</Speaker>||:……どういうことだ？
()<Speaker>アシスタント</Speaker>||:ご存じありませんか？+この度、鉄十字勲章を叙勲された、//nサー・バラド・フォン・オーベルシュタインです。+今回の取材にご同席いただくことになっています。+新ソ連の英雄と、ドイツの天才。+この上ない組み合わせです。
()<Speaker>指揮官</Speaker>||:……
NPC-William(14)<Speaker>ウィリアム</Speaker>||:お前がいると分かっていたら、「手土産」も用意したのにな。
NPC-William(14)<同时置暗><Speaker>指揮官</Speaker>||:お前の手土産などいらん。
()<Speaker>スタッフ</Speaker>||:本番始まります！　こちらに来てください！
()||<SE1>ClothingUp</SE1><CGDelay>0.5</CGDelay>:これ以上ウィリアムと話すことを嫌って、指揮官は先にスタジオに入った。
()||<黑屏1>:
()||<黑点2><BIN>786</BIN>:スタジオの中。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:DDR2放送局、シャドレスです。+「セレブリティ・ミートアップ」へようこそ。+本日は、先の戦争で活躍した二人の英雄をゲストとしてお招きしております。+戦争はフランクフルトに多大な苦痛と災いをもたらしましたが、//nその中で生まれた英雄の物語は、きっと私たちに勇気と//n希望を与えてくれるでしょう。
()||:番組司会のシャドレスが、スタジオのカメラに向かって微笑んでいた。+つい数日前まで、まだ戦後各地の様子を取材していたのに。
()||:必死の覚悟で、世界に真実を届けようとしていたが、まさかまた//nこんな普通の番組で司会ができるとは、シャドレスは思っていなかった。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:まずはこちら、サー・オーベルシュタインです。+先の戦争で、ロ連政府に技術情報を提供し、戦争の早期終結に//n多大なる貢献をもたらしてくれました。+まさに、ドイツの若き天才です。
()||<SE1>AVG_applause_indoor</SE1>:スタジオ内の観覧席には、フランクフルト市民たちが座っていた。+戦争で家族や友人を失った者もいたが、今彼らはドイツの天才に、//n感謝の眼差しを送っていた。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:そしてこちらは、戦後の混乱で一時消息不明となった、新ソ連の英雄です。+戦中、多くの民間人を救出し、物資の確保や輸送路の疎通に尽力し、//n金星勲章を叙勲されました。+今、このスタジオにいる方の中にも、この方に助けられた方もいるでしょう。
()<Speaker>指揮官</Speaker>||:……
NPC-William(14)<Speaker>ウィリアム</Speaker>||:……
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>||:……
()||<SE1>Stop_AVG_loop</SE1>:長年ジャーナリストをやってきた経験から、シャドレスは、//n指揮官とウィリアムの間に妙な壁があると感じた。+まるでお互いを敵視しているかのような……
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:では、まずはグリフィンの指揮官からお話を聞いてみましょう。+一体どのような理由で、フランクフルトで救助活動を行ったのでしょうか？
NPC-Shadowless(0)<同时置暗><Speaker>指揮官</Speaker>||:……+フランクフルトが好きだから。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:指揮官はフランクフルトの住民ではないと思いますが、なぜ好きと//n言えるのでしょうか？
NPC-Shadowless(0)<同时置暗><Speaker>指揮官</Speaker>||:人類に再び偉大な時代を、というロクサット主義の理念に//n賛同しているからです。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:……どうやら、ロクサット主義の理念は、すでに国境を超えて//nいるようですね。+このような熱意を持つ方が、我々の味方でいることが、実に光栄です。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:さて、ちょうどロクサット主義の話になりましたので、//nここでお二方に質問したいと思います。+中央、東ヨーロッパ各国が、ロ連への加入を表明したことについて、//nお二方はどう思われますか？
NPC-William(14)<Speaker>ウィリアム</Speaker>||:もちろん、それは人々の更なる幸福に繋がるでしょう。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:もっと、具体的な話を聞かせていただいてもよろしいでしょうか？
NPC-William(14)<Speaker>ウィリアム</Speaker>||:ロ連には最先端の技術があります。それを使ったより効率的な//n汚染浄化方法も、すでに実用化寸前の段階まできています。+この新しい汚染浄化方法が、ロ連各国で応用されれば、//n必ず新たなる繁栄時代がやってくるでしょう。+そしてそれとは別に、ロ連が推進する安全に関する各種規約も、//n市民の皆さんの日常生活を守ることになります。+例えば現在すでに実施されている人形安全条例も、その一つです。
()||:まだ新人だった頃、シャドレスは似たような仕事を経験していた。+予め決められた質問をして、予め用意された答えを聞く。
()||:そうやって、一部の真実だけを民衆に見せる。
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>||:……
()||<SE1>AVG_2023Slow_Keyboard_Enter</SE1><BGM>BGM_Empty</BGM>:シャドレスはそっとインカムを切って、カメラを担当している//nファルコをちらっと見た。+長い間シャドレスと組んできたファルコはすぐに、//nシャドレスのやろうとしていることに気づく。
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>||:……では、サー・オーベルシュタイン、現在、インターネット上で//n話題になっている、コーネリア・シェーファー氏による//n告発についてどうお考えですか？
NPC-Shadowless(3);NPC-William(14)<Speaker>ウィリアム</Speaker>||:……なに？
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>;NPC-William(14)||<BGM>BGM_ev2408_StungtotheMorrow</BGM>:コーネリア・シェーファー氏は元ガラテアグループの研究員です。//nフランクフルト記念日当日、ある告発を行いました。+現在実施されている人形安全条例は、遺跡の技術と人体の組織を//n使用した、非人道的な人形のために制定されたものだと訴えています。
NPC-Shadowless(3);NPC-William(17)<Speaker>ウィリアム</Speaker>||:フッ……
NPC-William(15)<Speaker>ウィリアム</Speaker>||:<size=25>……なんだこの女は？</size>
()||:シャドレスの予想外の行動に、ウィリアムは思わず近くのスタッフに//n耳打ちした。
()||<SE1>ClothingUp</SE1>:当然、スタジオの中も忽ち小さな騒ぎになった。
()||<黑点1>:
()||<BIN>417</BIN><黑点2><CGDelay>0.5</CGDelay>:
()<Speaker>オシエツキー</Speaker>||<震屏3><SE1>AVG_Punch</SE1>:なんだこれ！？　はやく消せ！
()<Speaker>ファルコ</Speaker>||:待ってください！+このまま続けましょう！
()<Speaker>オシエツキー</Speaker>||:なに言ってるんだ？　お前まで頭がおかしくなったのか？+こんなことしたらどうなるか分かっているんだろうな！
()<Speaker>ファルコ</Speaker>||:僕たちは真実を伝える立場にいます。+シャドレスさんは、その信念を貫いているだけです。
()<Speaker>オシエツキー</Speaker>||<CGDelay>0.5</CGDelay>:ファルコ、お前――+まさか、この間のことで何か吹き込まれたのか？//nそんなに戦地取材が楽しかったのか？
()<Speaker>ファルコ</Speaker>||<CGDelay>0.5</CGDelay>:戦地を駆けめぐったからこそ、自分の使命を思い出したんです。+オシエツキーディレクター、あなたも以前は戦場カメラマンだった//nと聞きました。戦争の最前線から、その様子を//n民衆に届けていたんですよね。
()<Speaker>オシエツキー</Speaker>||:……もう昔の話だ。
()<Speaker>ファルコ</Speaker>||:ですが、市民たちにとって、戦争は終わったばかりです！+僕たちはそこから目を背けるわけにはいきません！
()||<SE1>ClothingUp</SE1><CGDelay>0.5</CGDelay>:周りにいる他の同僚たちも、同じく先の戦争で大事なものを失っていた。+彼らもファルコの話に心動かされて、切実な目をオシエツキーに向けた。
()<Speaker>オシエツキー</Speaker>||:チッ……もういい、知らん！+今後仕事ができなくなっても知らんからな！+あと、少しは自重するようにいっておけ……全員の首が飛ぶぞ！
()||<黑点1>:
()||<黑点2><BIN>786</BIN><CGDelay>0.5</CGDelay>:
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>||:サー・オーベルシュタイン、ぜひその件についてサーの見解を聞かせて//n欲しいです。
NPC-William(14)<Speaker>ウィリアム</Speaker>||:フッ……根も葉もない噂だよ。+特に言うことはない。
()||<SE1>ClothingUp</SE1>:その時、ずっと黙っていた指揮官が急に話に割り込んで来た。
()<Speaker>指揮官</Speaker>||:「火を盗む欲こそ、人のエゴ」。旧オペラ座での事件は、//nみんな覚えていると思います。+コーネリアさんの流した噂は、何かの「ヒント」かもしれません。
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>||:……「人のエゴ」とは？　技術の過度の発展は、人類に//n害をなすかもしれない、ということですか？+しかし、技術の発展がなければ、私たちは放射線に//n汚染された世界の中で生きることができません。
NPC-Shadowless(3)<同时置暗><Speaker>指揮官</Speaker>||:技術の発展に反対しているわけではありません。発展の「代価」に//n疑問を感じているだけです。+例えば……+もし、仮に先ほどの噂が本当なら、ミセス・グレイのように、//n誰かに人生を乗っ取られてしまうようなことが、あるかもしれません。+技術の発展を名目に、無関係の人々を犠牲にするのは、間違いなく悪です。
NPC-Shadowless(3)<同时置暗><Speaker>指揮官</Speaker>||:とはいえ、これはあくまでも噂です。ロ連政府がきっと真実を//n明らかにしてくれるでしょう。+陰謀論に耳を傾けるのは、賢明な行為ではありませんから。
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>||:……なるほど、そのような信念があるからこそ、先の戦争では//n人命救助を行ったのですね。
NPC-Shadowless(3)<Speaker>シャドレス</Speaker>||:では、その信念で世界を変えられると思いますか？+すべての命を尊重し、分け隔てなく助ける。+それはいつか、権力者たちにも届くものなのでしょうか？+それはいつか、この世に平和をもたらすのでしょうか？
NPC-Shadowless(3)<同时置暗><Speaker>指揮官</Speaker>||:分かりません……+世界を変えられるかなんて。英雄になろうと、思ったこともありません。+ただ、何かすべきだと思って、その結果、ここにいることになりました。+たとえ何も変えることができなくても、私は全力で//n何かしたかっただけです。+……それだけです。
NPC-Shadowless(0)<Speaker>シャドレス</Speaker>||:……ありがとうございました。
()||<CGDelay>0.7</CGDelay>:
()||<SE1>AVG_tele_disconnect</SE1><common_effect>%%code=202407_TVOff%%</common_effect><CGDelay>1.7/CGDelay><BIN>9</BIN>:
()||<CGDelay>0.5</CGDelay>:
()||<黑点1>:
