()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:ああ、ちょっと小細工をした。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:そうか……
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:何もかもを捨てるとでも思ったか？
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:うん……
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:しないよ。+そんなことしたら、あたしはあたしじゃなくなる。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:まるで……借金を返すために借金をしてるようだな……
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:主がいない人形はいつもこうだ。何をするのも慎重にならなければならない。+一歩間違えば、地獄への片道切符だ。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:……今回はバスレじゃないといいが。
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:ここだけの話なんだがな、連中はおそらく人間じゃないと思う。+なんか、上手く言葉にすることはできないが、あたしは連中から//n何も感じ取れなかった。あんな人形今まで見たことない。+これは大きな事件が起きるかもな、世界を変えるほどの。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:また大洪水でも起こるのか？
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:世界を呑み込むほどの洪水の前で、あたしらはただの虫けらだ。+だが、ちっぽけな虫けらだからこそ、こっそりノアの箱舟に//n忍び込むことができる。
NPC-Scalper(0)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:そうそう！　結局しぶとく生き残るのはネズミとゴキブリだけだからな！
ColtWalker(3)<Speaker>マギー</Speaker>||:……次は別の譬えにしてくれ。+ゴキブリは嫌いだ。
()||<黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>528</BIN><narrator>:2年後、「未来号」大陸間列車、乗務員室。
()||<BGM>GF_2022_Summer_AVG_4</BGM><SE1>ClothingUp</SE1>:マギーはスザンナに一枚のカードを渡した。
ColtWalker(1)<Speaker>マギー</Speaker>||:今回の報酬だ、スザンナさん。
NPC-TD_Porter(0)<Speaker>スザンナ</Speaker>||:フン、ポズナンでさっさと降りてくださいね。誰かに気づかれますよ。
NPC-Scalper(0)<Speaker>キャサリン</Speaker>||:ああ。
()||:スザンナは素っ気なくカードを受け取る。+同時に、マギーは彼女のメンタルデータをチェックした。
()||<SE1>AVG_footsteps_cave</SE1>:乗客全員のデータをコピーした後、マギーは食堂車のカウンターに//n座り、酒を手にした。
ColtWalker(1)<Speaker>マギー</Speaker>||<SE1>Stop_AVG_loop</SE1>:今夜のテキーラは、あたしのおごりだ。
()||:コルト・エクスプレスでの取引が、また始まる。
()||<黑屏1>:
()||<黑屏2><BIN>527</BIN><narrator><SE1>Stop_AVG_loop</SE1>:「未来号」大陸間列車、コルト・エクスプレス内。
()||:マギーは各車両を歩き回り、取引をしながら未来号の//n監視カメラデータをチェックしていた。+食堂車……+一等車……+二等車……+トイレ……
()||<BGM>BGM_Empty</BGM><震屏3>:突然、コルト・エクスプレスが激しく揺れ始めた。
ColtWalker(4)<Speaker>マギー</Speaker>||:しまった！　あのババァ！　10分っつったら本当に10分だけかよ！+クソ！　全員離脱だ！
()||<SE1>AVG_Power_Down</SE1>:コルト・エクスプレスで取引をしている人形は、全員強制的に//nオフラインにさせられた。
()||<黑点1>:
()||<黑点2><BIN>528</BIN><SE1>AVG_21Winter_Terrorist_Attack</SE1><BGM>10082</BGM>:マギーが目を覚ますと、ちょうどマザー・リューバたちが車内に//n突入してくるところだった。傍らでは、キャサリンが恐れおののいていた。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||<BGM>10227</BGM><SE1>Stop_AVG_loop</SE1>:マギー！　マザー・リューバが！
ColtWalker(3)<Speaker>マギー</Speaker>||:分かってる、もう少しだけあたしの素体を見ててくれ！+……そろそろ目標が見つかりそうなんだ。+ここで退いたら、手がかりが全部なくなる！
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||:……+分かった！　時間を稼いでみるよ……
()||<黑点1>:
()||<黑点2><BIN>538</BIN><SE1>AVG_Supershorty</SE1>:（バン！）
()||<SE1>AVG_bigglassbreak</SE1>:銃撃の音と共に、カウンターのグラスがバラバラに割られていく。
()<Speaker>スザンナ</Speaker>||:きゃああ――！
()||:どうにか落ち着きを保っていたスザンナも、似つかない悲鳴を上げてしまった。
()||<SE1>AVG_20Winter_People_Panic</SE1>:当然、同じ場にいる乗客たちも、恐怖で次々と悲鳴を上げる。+その一方、ダニエルという名のマフィアの男は、乗客たちの反応を//n全く気にせずに、ただ銃を振りかざしていた。+抵抗などできるはずもなく、乗客たちはマフィアの言うことに//n従うしかなかった。
()<Speaker>ダニエル</Speaker>||:人形は10号車へ、人間は8号車へ行くドアの方に集まれ。+全員すべての持ち物をテーブルに置け。スーツケースも全部開けて、//n中身を確認させろ。
()||<SE1>ClothingUp</SE1>:乗客たちがオドオドと移動を始める中、スザンナは先ほど貴婦人が//n名乗った名前から何かを気づき、震えた声で「とある異名」を口にした。
()<Speaker>スザンナ</Speaker>||:マ、マザー・リューバ……+新ソ連最後の、マフィア――
()<Speaker>マザー・リューバ</Speaker>||:……とてもいい貴腐ワインだったね。+さぁ、ここから何をするべきか、分かってるだろ？
()||:スザンナはゴクリと唾を呑み込み、慎重に何と返事すべきか考えた。+そしてゆっくりと、口を開く。
()<Speaker>スザンナ</Speaker>||:……+乗客名簿は、乗務員室にあります。
()<Speaker>マザー・リューバ</Speaker>||:よろしい、話が通じる子で助かった。
()||<SE1>AVG_Wheelchair</SE1>:見た目はどう見ても弱々しい貴婦人だったが、不気味な笑い声を//n上げながら、片手でショットガンを構え、片手で車椅子を動かしていた。
()||<SE1>AVG_footsteps_woodfloor</SE1>:その後ろを、武器を持ったマフィアたちがゾロゾロとついてい行く。
()||<黑点1><SE1>Stop_AVG_loop</SE1>:
()||<黑点2><BIN>528</BIN>:マフィアたちが来てから、キャサリンはずっとカウンターの後ろに隠れて//nビクビクしていた。
NPC-Scalper(2)<Speaker>キャサリン</Speaker>||:どうしよう……マギー……
()<Speaker>マギー</Speaker>||:……
()||:マギーは相変わらず動かない。
()||<BGM>BGM_Empty</BGM><SE1>Rope</SE1>:マフィアたちは順番に、人質たちを縛って、車内の捜索を始めた。
()||<SE1>AVG_Creep</SE1>:少しでも見つからないようにと、キャサリンはマギーの素体を//nカウンターの奥に押し込んだ。そしてキャサリンはマフィアたちの//n中から、助け船になってくれそうな者の姿を発見した。
()||<BGM>GF_2022_Summer_AVG_3</BGM>:――ニコライだ。
()||<SE1>AVG_tele_connect</SE1>:（ピピッ――）//nニコライの通信はずっと鳴っていた。
NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:……
()||:出るまでもなく、その相手は分かる。+キャサリンがニコライを発見したと同時に、ニコライもキャサリンを//n発見したのだから。+キャサリンがいれば、当然、近くにマギーもいるのだろう。
NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:<color=#A9A9A9>バカめ！　15分も稼いでやったんだぞ！</color>
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:何か異常か？
()||:ニコライの隣にいるダニエルが、すぐニコライの様子がおかしいと気づいた。
NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:……ここには普通の人形しかいない、異常なんてあるわけないだろ。+手柄が欲しいにしてももっとマシなやり方にしろ。
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:……問題がないなら、そろそろジャミング装置を設置しておきたい。
NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:分かっている。お前はトイレの方に行け、食堂車はオレがやる。
()||<SE1>AVG_tele_connect</SE1>:（ピピッ――）+通信が鳴る度、ニコライはそれを切った。
()||<SE1>Rope</SE1>:そしてできる限りゆっくり、人形たちを縛り始めた。
()||<黑点1>:
()||<黑点2>:3分後。
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:……こっちは終わったぞ。
NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:……
()||:ニコライは5人程度しか縛っていなかった。
NPC-OldLady(1)<Speaker>マザー・リューバ</Speaker>||:……ダニエル、手伝ってあげなさい。
NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:……いや……
()||<SE1>AVG_footsteps_woodfloor</SE1>:ダニエルはニコライを無視して、そのままカウンターの前に歩いた。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||<SE1>Stop_AVG_loop</SE1>:……
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:……
()||:当然、カウンターの後ろに隠れているキャサリンとマギーは、すぐ発見された。+なんとも言えない表情で、ダニエルがマザー・リューバに報告する。
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:……マザー、マギー・ポンジもここにいます。
NPC-OldLady(1)<Speaker>マザー・リューバ</Speaker>||:……
()||:マザー・リューバはニコライを一瞥した。
NPC-OldLady(1)<Speaker>マザー・リューバ</Speaker>||:もうとっくに10分が過ぎたわ。
NPC-OldLady(1);NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:……
NPC-OldLady(1)<Speaker>マザー・リューバ</Speaker>;NPC-NervousMan(0)||:タレウスの面子は、もう十分立ててやった。
NPC-OldLady(1);NPC-NervousMan(0)<Speaker>ニコライ</Speaker>||:……はい。
NPC-OldLady(1)<Speaker>マザー・リューバ</Speaker>||:やりなさい。
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:はい！
()||<SE1>Select</SE1>:（カチャッ――）//n頭上から、金属の音が聞こえる。+銃弾が込められた音だ。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||:……
()||<SE1>ClothingUp</SE1>:キャサリンは、ビクビクと顔を上げる。
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:……これでおさらばだ。+お前らがいるといつも厄介な目に遭う。
NPC-Scalper(2)<Speaker>キャサリン</Speaker>||:マザー・リューバ……
()||:マザー・リューバは、キャサリンの声に振り向きもしなかった。+ダニエルは銃口を、コアのある位置に突き付ける。
NPC-Scalper(2)<Speaker>キャサリン</Speaker>||:待って！　に、任務があるんだ……+い、一応、味方のはず……
NPC-OldLady(1)<Speaker>マザー・リューバ</Speaker>;NPC-Scalper(2)||:……
NPC-Scalper(2)<Speaker>キャサリン</Speaker>||:ニコライさん！　助けてよ！
()||:ニコライもキャサリンを一瞥しただけで、そっぽを向いた。
NPC-Scalper(2)<Speaker>キャサリン</Speaker>||:……
()||:またこんな絶望か。
()||<SE1>AVG_pistol_finalshot_n</SE1>:（バン――）//n返事はやはり、冷徹な銃声だった。
()||<SE1>AVG_Bullet_Hit_Body</SE1>:しかし、銃弾が飛び出すその直前、キャサリンは誰かに押される。
NPC-Scalper(2)<Speaker>キャサリン</Speaker>||:……！！　マギー！
()||:ギリギリのタイミングでマギーが目覚め、ダニエルの銃弾は//nキャサリンの足に命中した。+そしてマギーは、マザー・リューバに向けて、冷静に言葉を放つ。
ColtWalker(3)<Speaker>マギー</Speaker>||:……マザー・リューバ。+トイレに戦術人形がいる。
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:！+全員警戒！
()||<SE1>AVG_Scene_Transfer</SE1>:その場にいるマフィアは、一斉にトイレに向かって銃を構えた。+戦術人形は、普通の人形とはわけが違う。
NPC-OldLady(1)<Speaker>マザー・リューバ</Speaker>||:……慌てるな。+火力はこっちが上よ。
NPC-Bodyguard1(0)<Speaker>ダニエル</Speaker>||:……はい。
()||:マフィアたちが、ゆっくりとトイレの周辺を囲む。+その時、カウンターの後ろで――
ColtWalker(3)<Speaker>マギー</Speaker>||:動けるか？
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:……ダメかも。+自分と任務を優先してよ。
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:……ああ。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:あの戦術人形、強いの？
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:……ゲームで例えるとしたら、+お前の戦闘力は5で、あいつは530000だ。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||:……どさくさに紛れて逃げられるかな。
()||<黑点1>:
