()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Persica(0)<Speaker>Commander</Speaker><通讯框>||:You mean Machlian is deliberately concealing these memories of Morridow's?
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>I have several theories. This is just one of them.</color>
NPC-Persica(0)<Speaker>Commander</Speaker><通讯框>||:What are the others?
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>Do you understand the concept of telepathic connection among Isomers?</color> +<color=#00CCFF>Early on in Tallinn, I realized that these Isomers possessed the ability to share senses without the use of communication devices. </color> +<color=#00CCFF>While this sort of phenomenon doesn't allow for the stable transfer of large quantities of high-definition information, it's more than enough to allow portions of their memories to be transmitted to similar entities who can receive this sensory induction.</color>
NPC-Persica(0)<Speaker>Commander</Speaker><通讯框>||:So basically, Machlian could simply have received a transmission containing fragments of Morridow's memories?
NPC-Persica(2)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>Yes. But the fact that she can receive those images already proves that Machlian is the same kind of Paradeus unit as Morridow.</color>
NPC-Persica(2)<Speaker>Commander</Speaker><通讯框>||:...
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>I also have another hypothesis, though it may sound a little far-fetched.</color>
NPC-Persica(0)<Speaker>Commander</Speaker><通讯框>||:Go on.
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>Although Machlian's body has been modified, she is still within the parameters of a human being. </color> +<color=#00CCFF>Information is transmitted within the human body in two ways—through chemical reactions and potential differences. </color> +<color=#00CCFF>Both methods involve the generation of various chemical elements or electrical charges within a cell.</color> +<color=#00CCFF>When a human stands next to someone with completely identical genes, he or she can be very sensitive to signals sent through transmission methods that are very similar to their own. </color>
NPC-Persica(0)<Speaker>Commander</Speaker><通讯框>||:Hm? In other words...
NPC-Persica(2)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>In layman's terms, you could say that they have a telepathic connection in the way identical human twins share a bond. </color>
NPC-Persica(2)<Speaker>Commander</Speaker><通讯框>||:...You mean Machlian might be Morridow's twin sister? +And the presence of Morridow's memories in her virtual consciousness could be due to influences from Morridow's electromagnetic field?
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>Of course, that's just a hypothesis.</color> +<color=#00CCFF>In order to verify it, I would need samples of Machlian's and Morridow's DNA for comparison.</color> +<color=#00CCFF>But if this hypothesis is valid, it means Morridow might be able to see you through Machlian's eyes, so you'd better be careful, Commander.</color>
()||:The Commander takes a sip of cold tea and grimaces at the bitterness.
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>What's wrong? You can't even find someone to make you coffee without Kalina by your side?</color>
NPC-Persica(0)<Speaker>Commander</Speaker><通讯框>||:Ahem, that'll change when I return.
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||:<color=#00CCFF>But Kalina won't be able to make coffee for you for a while, no?</color> +<color=#00CCFF>You'll be lucky if she can even talk to you when you get back.</color>
NPC-Persica(0)<Speaker>Commander</Speaker><通讯框>||:What do you mean?
NPC-Persica(0)<Speaker>Persica</Speaker><通讯框>||<BGM>BGM_Empty</BGM>:<color=#00CCFF>You didn't know?</color> +<color=#00CCFF>Kalina was transferred to a city general hospital today because her condition got worse. Apparently they found minor silicification on her skin.</color>
()||<SE1>AVG_21Winter_Phone_Crash</SE1><黑屏1>:Thud. The tablet slips out of the Commander's hand and crashes to the floor. +Persica still seems to be saying something, but the Commander can no longer hear her. +The world is dead silent. The Commander's promise echoes in their own ears. +"Tell her to wait for me. I'll be back."
