()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||:What?
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:Time or space do not exist in that plane of existence. One can freely traverse all dimensions. +And the fuel we need is right here in this base.
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||:Are you referring to the Collapse Fluid canisters? Indeed, they are all stored here, but we do not have the key to the door.
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:The fact that those voices responded to us means that there is still hope for us to get another glimpse of "Zion". Even if we can't return, we can at least prevent this dismal base from being our final resting place.
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||:Collapse and reconstruction. Disintegration and rebirth. +Is that really feasible?
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:If those consciousnesses can really form a connection across time and space...
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||:Then the sheer processing load could possibly fuse all our neural clouds.
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:It makes no difference – it's either having a neural meltdown or drowning in seawater.
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||:... +What should I do?
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:Become one with me and help me compute a future of hope. +This is the condition. She wants to save all the Dolls here, and I want to make her wish come true.
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||:... +I understand now. I shall entrust everything to you. +But you must promise that you will take good care of the children at Sangvis Ferri.
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:Once the coalescence is complete, you will live on in my mind.
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||<BGM>BGM_Empty</BGM><白屏1>:I see. +Then let us begin.
()<Speaker>M4A1</Speaker>||<BIN>230</BIN><白屏2>:Dandelion! Elisa's attacks show no sign of weakening! At this rate, I'll have to damage her physically!
()<Speaker>Dandelion</Speaker>||:Please hold on for just a while longer. It will all be over soon.
()<Speaker>M4A1</Speaker>||:The flood sounds very close already. Will we really make it...?!
()<Speaker>Dandelion</Speaker>||<黑屏1>:Trust me, we WILL make it.
()<Speaker>Voice of a Young Boy</Speaker>||<BGM>BGM_Moon</BGM><BIN>201</BIN><黑屏2>:When is Daddy coming back? +They don't want us anymore...
()<Speaker>Voice of a Young Girl</Speaker>||:That's not true, they're just too busy to be with us. +While they're away, I'll keep you company, okay?
()<Speaker>Voice of a Young Boy</Speaker>||:Really? +Will you always be with me?
()<Speaker>Voice of a Young Girl</Speaker>||:Of course! I love you!
()<Speaker>Voice of a Young Boy</Speaker>||:I love you too, sister!
()<Speaker>Elisa's OGAS Neural Cloud</Speaker>||:Did it work?
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:A consciousness that we resonate with. I have seen this piece of memory in Lunasia's neural cloud.
()<Speaker>Voice of a Teenage Boy</Speaker>||:But it wasn't your fault. Those murderers killed you. +I will make them pay, then I'll bring you back to me. +I will spend a lifetime to keep this promise. Wait for me... +...My dearest sister.
NytoIsomer(4)<Speaker>Dandelion</Speaker>||<BGM>BGM_Empty</BGM><白屏1>:A memory I have never seen before. +Is this the person who displaced us? +Is he the cause of everything that has happened?
()<Speaker>Cold Voice</Speaker>||<BGM>m_avg_labyrinth</BGM><白屏2><BIN>253</BIN>:And so it begins.
()<Speaker>Deep Voice</Speaker>||:And so it begins.
()<Speaker>Cold Voice</Speaker>||:The story of the destined children.
()<Speaker>Deep Voice</Speaker>||:The story that sets the world on its path of destruction.
()<Speaker>Cold Voice</Speaker>||:The gears have started turning.
()<Speaker>Deep Voice</Speaker>||:Collapse and reconstruction. Disintegration and rebirth.
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:Even if you reject our homecoming, at least show some mercy and point us to our future path.
()<Speaker>Cold Voice</Speaker>||:Since you have chosen to take her place as the cogwheel of destiny, you are entitled to reject destruction.
NytoIsomer(4)<Speaker>Dandelion</Speaker>||:Please help me. Please help these Dolls. Please give us a chance of returning to this place.
()<Speaker>Deep Voice</Speaker>||:You wish to harness the power of Collapse. You wish to save the Dolls through Reversal.
NytoIsomer(4)<Speaker>Dandelion</Speaker>||<BGM>BGM_Empty</BGM><白屏1>:We are one and the same. Please offer a helping hand to yourselves in the past.
()<Speaker>M4A1</Speaker>||<BIN>230</BIN><白屏2>:Collapse radiation is on the rise...! +What's going on?!
()<Speaker>Dandelion</Speaker>||:All is about to end. All is about to begin anew. +I have delivered on my promise. Now annihilate the Starfish System.
()<Speaker>M4A1</Speaker>||:But Elisa...
()<Speaker>Dandelion</Speaker>||:Don't hurt her. She is no longer a threat. +This is the final battle. When it is won, salvation will be upon you. Can you do it?
()<Speaker>M4A1</Speaker>||<黑点2><BIN>10</BIN>:...The final battle? +Then I shall end this by my own hands.
